conversation_id	turn_id	id	query	original	sparse
111	11	111_11	Is the Tesla Roadster related to the other super cars we’ve talked about?	Is the Roadster related to the other super cars we’ve talked about?	"{""Is the Tesla Roadster related to the other super cars we\u2019ve talked about?"": 0.11100713524649553, ""Is the Tesla Roadster related to the other super cars we've talked about?"": 0.10945549826081477, ""Is the Roadster related to the other super cars we\u2019ve talked about?"": 0.10587121081431697, ""Is the Roadster related to the other super cars we've talked about?"": 0.10435628172843643, ""Is the Tesla Roadster related to the other super cars we\u2019ve talked about besides the Hennessey Venom GT?"": 0.0973333860102065, ""Is the Tesla Roadster related to the other super cars we've talked about besides the Hennessey Venom GT?"": 0.09641599252900913, ""Is the Roadster related to the other super cars we\u2019ve talked about besides the Hennessey Venom GT?"": 0.09556204602254352, ""Is the Roadster related to the other super cars we've talked about besides the Hennessey Venom GT?"": 0.09467472869807769, ""Is the Tesla Roadster related to other super cars we\u2019ve talked about?"": 0.09277669979351948, ""Is the Tesla Roadster related to other super cars we've talked about?"": 0.09254702089657998}"
112	1	112_1	What’s the history of steroid use in sports in the US?	What’s the history of steroid use in sports in the US?	
112	2	112_2	What were Ziegler’s improvements to anabolic steroids?	What were Ziegler’s improvements?	"{""What were Ziegler\u2019s improvements to anabolic steroids?"": 0.10533993971237139, ""What were Ziegler's improvements to anabolic steroids?"": 0.10312684606996786, ""What were Ziegler\u2019s improvements?"": 0.10167682346650347, ""What were Ziegler\u2019s improvements in steroid use?"": 0.10131335611641959, ""What were Ziegler\u2019s improvements on anabolic steroids?"": 0.10044407423080706, ""What were Ziegler's improvements in steroid use?"": 0.09833971147955783, ""What were Ziegler\u2019s improvements in the use of anabolic steroids?"": 0.09810989284362635, ""What were Ziegler's improvements on anabolic steroids?"": 0.0979704739341672, ""What were Ziegler's improvements?"": 0.0970098895024085, ""What were Ziegler\u2019s improvements to the synthetic form of testosterone?"": 0.09666899264417073}"
112	3	112_3	Why are steroids banned in sports?	Why are they banned?	"{""Why are steroids banned in sports?"": 0.11141669703310687, ""Why are steroids banned in sport?"": 0.10671582220429841, ""Why are anabolic steroids banned in sports?"": 0.10274514302996561, ""Why are anabolic steroids banned in sport?"": 0.10192750962275522, ""Why are anabolic steroids banned from sport?"": 0.09891021475458234, ""Why are steroids banned from sport?"": 0.09889213092645945, ""Why are anabolic steroids banned in the US?"": 0.09621538223779358, ""Why are steroids banned in the US?"": 0.0951010111319973, ""Why are steroid use in sport banned by the FDA?"": 0.09486535930147157, ""Why are steroid use in sports banned by the FDA?"": 0.09321072975756967}"
112	4	112_4	Are there visible signs that steroids are banned in the US?	Are there visible signs?	"{""Are there visible signs that steroids are banned in the US?"": 0.1083570071402656, ""Are there visible signs that steroids are being banned in the US?"": 0.1035879573744733, ""Are there visible signs that steroid use is banned in the US?"": 0.10304546756357778, ""Are there visible signs that steroids were banned in the US?"": 0.1014288873613594, ""Are there visible signs of steroid use in sports?"": 0.10028171664072856, ""Are there visible signs of anabolic steroids being banned in the US?"": 0.10005152667347252, ""Are there visible signs that steroids have been banned in the US?"": 0.09922628283219684, ""Are there visible signs of steroid use in the US?"": 0.09749231851799754, ""Are there visible signs of steroids being banned in the US?"": 0.09351571793574039, ""Are there visible signs that steroids were being banned in the US?"": 0.09301311796018812}"
112	5	112_5	How do steroid users get away with it?	That sounds easy to spot.  How do they get away with it?	"{""How do steroid users get away with it?"": 0.11053547619827381, ""How do people get away with using anabolic steroids?"": 0.11045151189359882, ""How do people get away with steroid use?"": 0.10006032180939449, ""How do people get away with using steroids?"": 0.0991992260771621, ""How do athletes get away with using anabolic steroids?"": 0.09897428466834149, ""How do steroids users get away with it?"": 0.09865563656879998, ""How do steroid users get away with using anabolic steroids?"": 0.09775133582446874, ""How do anabolic steroids users get away with it?"": 0.09604340565828064, ""How do they get away with it?"": 0.09598806113106721, ""How do steroid users get away with steroid use?"": 0.09234074017061275}"
112	6	112_6	What is the NFL policy on steroids?	What is the NFL policy?	"{""What is the NFL policy on steroids?"": 0.1107873471677336, ""What is the NFL policy regarding steroids?"": 0.10719352792420553, ""What is the NFL policy regarding steroid use?"": 0.10596043976450721, ""What is the NFL policy on steroid use?"": 0.10371617210425355, ""What is the NFL's policy on steroids?"": 0.10048632948711002, ""What is the NFL's policy on steroid use?"": 0.09781323081268821, ""What is the NFL's policy regarding steroid use?"": 0.09726392120607517, ""What is the NFL's policy regarding steroids?"": 0.09598589766040344, ""What is the NFL policy regarding the use of steroids?"": 0.0906497931286188, ""What is the NFL's steroid policy?"": 0.09014334074440447}"
112	7	112_7	Isn’t that speed?	Isn’t that speed?	"{""Isn\u2019t that speed?"": 0.1106463779174408, ""Isn\u2019t Adderall speed?"": 0.10693067810585821, ""Isn\u2019t speed a steroid?"": 0.10296781935529388, ""Isn\u2019t speed the only reason steroids are banned in sports?"": 0.10037777941032033, ""Isn\u2019t speed a factor in steroid use?"": 0.09965560885094893, ""Isn\u2019t speed an important factor in steroid use?"": 0.0985892890224796, ""Isn\u2019t speed the answer to steroid use in sports?"": 0.09787415416831459, ""Isn\u2019t speed the answer to steroid use?"": 0.09460490825272684, ""Isn\u2019t speed the key to winning in sports?"": 0.09443397680992723, ""Isn\u2019t speed the key to success in sports?"": 0.09391940810668961}"
112	8	112_8	What is the difference between the NFL's recreational-drug policy and its performance-enhancing drug policy?	What is the difference between the two policies?	"{""What is the difference between the NFL's recreational-drug policy and its performance-enhancing drug policy?"": 0.10533200371754424, ""What is the difference between the NFL's recreational-drug policy and the NFL's performance-enhancing drug policy?"": 0.10494896232985519, ""What is the difference between the NFL\u2019s recreational-drug policy and its performance-enhancing drug policy?"": 0.1009559057165714, ""What is the difference between the NFL's recreational-drug policy and the NFL's performance-enhancing drugs policy?"": 0.09996142742517448, ""What is the difference between the NFL's recreational-drug policy and its performance-enhancing drugs policy?"": 0.0989772157588746, ""What is the difference between the league's recreational-drug policy and its performance-enhancing drug policy?"": 0.09872991728494272, ""What is the difference between the NFL's recreational-drug policy and the league's performance-enhancing drug policy?"": 0.09823047162296741, ""What is the difference between the NFL\u2019s recreational-drug policy and the NFL\u2019s performance-enhancing drug policy?"": 0.09781374924000798, ""What is the difference between the league's recreational-drug policy and the NFL's performance-enhancing drug policy?"": 0.0975911089368259, ""What is the difference between the league's recreational-drug policy and the league's performance-enhancing drug policy?"": 0.09745923796723606}"
112	9	112_9	Didn't bridge also have a problem?	I heard it even affects card players. Didn't bridge also have a problem?	"{""Didn't bridge also have a problem?"": 0.11250348402732546, ""Didn't bridge also have a problem with steroids?"": 0.10456030228322515, ""Didn't bridge also have a problem with steroid use?"": 0.10294842769355358, ""I heard it even affects card players. Didn't bridge also have a problem?"": 0.10218724999350104, ""I heard steroid use even affects card players. Didn't bridge also have a problem?"": 0.09858674850082735, ""Didn't bridge also have a steroid use problem?"": 0.09795011859932926, ""Didn't Bridge also have a problem?"": 0.09564762330630777, ""I heard it even affects card players. Didn't bridge also have a problem with steroids?"": 0.0955165710346198, ""Didn\u2019t bridge also have a problem?"": 0.09525460613529982, ""I heard it even affects card players. Didn't bridge also have a problem with steroid use?"": 0.09484486842601077}"
112	10	112_10	I know what bridge is. I heard there was a drug scandal recently.	I know what bridge is. I heard there was a drug scandal recently.	"{""I know what bridge is. I heard there was a drug scandal recently."": 0.11370925333528045, ""I know what bridge is. I heard there was a drug scandal recently?"": 0.1046468240005011, ""I know what bridge is. I heard there was a drug scandal recently in the US?"": 0.10208847023163624, ""I know what bridge is. I heard there was a drug scandal recently with the NFL?"": 0.10164353369217455, ""I know what bridge is. I heard there was a steroid scandal recently."": 0.0984100598138148, ""I know what Bridge is. I heard there was a drug scandal recently."": 0.09757093151461527, ""I know what bridge is. I heard there was a drug scandal recently involving the NFL?"": 0.09675739309343716, ""I know what bridge is. I heard there was a steroid scandal recently in the US?"": 0.09519410294789497, ""I know what bridge is. I heard there was a drug scandal recently with the game?"": 0.09519211237829953, ""I know what bridge is. I heard there was a drug scandal recently in the NFL?"": 0.09478731899234595}"
112	11	112_11	Does the article have more about the suspension of Geir Helgemo?	Does the article have more about it?	"{""Does the article have more about the suspension of Geir Helgemo?"": 0.10123708295656401, ""Does the article have more about Geir Helgemo's suspension?"": 0.09836502597074517, ""Does the article have more about Geir Helgemo's suspension for doping?"": 0.10013895298210704, ""Does the article have more about Geir Helgemo's doping?"": 0.09922415997154597, ""Does the article have more about the Geir Helgemo suspension?"": 0.09831983701277275, ""Does the article have more about Geir Helgemo's suspension for one year?"": 0.09801700972119416, ""Does the article have more about the suspension of Geir Helgemo for one year?"": 0.09792522252249221, ""Does the Geir Helgemo article have more about it?"": 0.09751077084557631}"
113	1	113_1	How do genes work?	How do genes work?	
113	2	113_2	What other diseases are caused by a single change in a gene besides sickle cell anemia?	What other diseases are caused by a single change?	"{""What other diseases are caused by a single change in a gene besides sickle cell anemia?"": 0.10598148182780565, ""What other diseases, besides sickle cell anemia, are caused by a single change in a gene?"": 0.1059417703300505, ""What other diseases, besides sickle cell anemia, are caused by a single change?"": 0.10152093937121968, ""What other diseases besides sickle cell anemia are caused by a single change in a gene?"": 0.10088056742316337, ""What other diseases, such as sickle cell anemia, are caused by a single change in a gene?"": 0.10003891039729869, ""What other diseases besides sickle cell anemia, are caused by a single change in a gene?"": 0.099627896395533, ""What other diseases are caused by a single change in a gene?"": 0.09734863505742289, ""What other diseases, besides sickle cell anemia, are caused by a single change in a gene"": 0.09645830052955214, ""What other diseases, besides sickle cell anemia, can be caused by a single change in a gene?"": 0.09614506750288179, ""What other diseases, such as sickle cell anemia, are caused by a single change?"": 0.09605643116507227}"
113	3	113_3	What are the other types of genetic diseases besides sickle cell anemia?	What are the other types of diseases?	"{""What are the other types of genetic diseases besides sickle cell anemia?"": 0.10771235663415077, ""What are the other types of diseases caused by a single change in a gene besides sickle cell anemia?"": 0.103605617759468, ""What are the other types of (human) genetic diseases besides sickle cell anemia?"": 0.10102356587360888, ""What are the other types of (human) genetic diseases besides single-gene/monogenic Genetic Diseases?"": 0.09966182880639268, ""What are the other types of (human) Genetic diseases besides single-gene/monogenic Genetic Diseases?"": 0.09963387743721863, ""What are the other types of genetic diseases besides single-gene/monogenic Genetic Diseases?"": 0.09944426665329346, ""What are the other types of (human) Genetic diseases besides sickle cell anemia?"": 0.09781060032569365, ""What are the other types of diseases besides single-gene/monogenic Genetic Diseases?"": 0.09764827763367559, ""What are the other types of diseases caused by single-gene/monogenic Genetic Diseases?"": 0.09744772998438105, ""What are the other types of (human) Genetic diseases besides single-gene/monogenic Genetic diseases?"": 0.0960118788921173}"
113	4	113_4	What was Mitochondrial Genetic Diseases?	You missed the second type of disease.  What was that?	"{""What was Mitochondrial Genetic Diseases?"": 0.12096346698326102, ""What was Mitochondrial Genetic Disease?"": 0.11092502185013434, ""What was mitochondrial genetic disease?"": 0.09328533260882341, ""What was Mitochondrial Genetic Diseases? What was that?"": 0.10073431892428404, ""What was Mitochondrial Genetic Diseases? What was Mitochondrial Genetic Diseases?"": 0.09868333022219425, ""You missed the second type of disease. What was Mitochondrial Genetic Diseases?"": 0.09481296043840144, ""What is Mitochondrial Genetic Diseases?"": 0.09477379941687547, ""What was Mitochondrial Genetic Diseases? What was it?"": 0.0919875886348905, ""You missed the second type of disease. What was that?"": 0.09104133890520998}"
113	5	113_5	How about recent developments in gene therapy to treat trisomy conditions?	That’s not what I wanted. How about recent developments in gene therapy to treat those defects?	"{""How about recent developments in gene therapy to treat trisomy conditions?"": 0.11075245265321196, ""What about recent developments in gene therapy to treat trisomy conditions?"": 0.10217679582005107, ""What are recent developments in gene therapy to treat trisomy conditions?"": 0.10085106020826075, ""How about recent developments in gene therapy to treat chromosome defects?"": 0.10074193012157337, ""How about recent developments in gene therapy to treat trisomy?"": 0.10036566710884093, ""How about recent developments in gene therapy to treat trisomy defects?"": 0.10001149003539454, ""What are recent developments in gene therapy to treat chromosome defects?"": 0.09802728301181038, ""What are recent developments in gene therapy to treat trisomy?"": 0.09688603257276507, ""What are the recent developments in gene therapy to treat trisomy conditions?"": 0.09532673109800062, ""What are some recent developments in gene therapy to treat trisomy conditions?"": 0.0948605573700913}"
113	6	113_6	What are they worried about with CRISPR?	What are they worried about?	"{""What are they worried about with CRISPR?"": 0.10942369841259639, ""What are scientists worried about with CRISPR?"": 0.10910698850343459, ""What are people worried about with CRISPR?"": 0.10481905986579343, ""What are the scientists worried about with CRISPR?"": 0.10018836709099387, ""What are they worried about?"": 0.09976995472597307, ""What are the parents of Down syndrome worried about with CRISPR?"": 0.09969963577201908, ""What are doctors worried about with CRISPR?"": 0.09830098886007543, ""What are the medical community worried about with CRISPR?"": 0.09603784961892645, ""What are the parents of Down syndrome worried about?"": 0.09346667662951968, ""What are they worried about with the CRISPR technology?"": 0.089186780520668}"
113	7	113_7	What diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria resistance, and gene drives?	No, I meant in humans.	"{""What diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria resistance, and gene drives?"": 0.1020458281563613, ""What diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria, and gene drives?"": 0.10151160072692976, ""What diseases are caused by a single change in a gene?"": 0.10129905380368782, ""What diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, mitochondrial genetic diseases, malaria resistance, and gene drives?"": 0.10115376130315376, ""What diseases are caused by a single change in a gene besides sickle cell anemia and mitochondrial genetic diseases?"": 0.1010937403268244, ""What diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, mitochondrial genetic diseases, malaria, and gene drives?"": 0.09975551117526725, ""Are there any other genetic diseases caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria, and gene drives?"": 0.09842908002418266, ""Are there any other genetic diseases caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria resistance, and gene drives?"": 0.09841091326517454, ""What diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, and malaria?"": 0.09798069780608241}"
113	8	113_8	What other types of organisms has CRISPR been tried on?	It sounds like it could be used in many places. What other types of organisms has it been tried on?	"{""What other types of organisms has CRISPR been tried on?"": 0.11142037801095293, ""What other types of organisms has CRISPR been tried on besides mice and mosquitoes?"": 0.10950026975158485, ""What other types of organisms has CRISPR been tried on besides mice and mosquitos?"": 0.1091142783026879, ""What other types of organisms besides mice and mosquitoes has CRISPR been tried on?"": 0.09817742416899664, ""What other types of organisms has CRISPR been tried on besides mice?"": 0.09682589401608564, ""What other types of organisms has CRISPR been tried on besides mice, mosquitoes, and microbes?"": 0.09676178402712869, ""What other types of organisms has CRISPR been tried on besides mice, mosquitoes, and microorganisms?"": 0.09596926479770737, ""What other types of organisms besides mice and mosquitos has CRISPR been tried on?"": 0.09577926674362167, ""What other types of organisms has CRISPR been tried on besides mice, mosquitos, and microbes?"": 0.09352136929298778, ""What other types of organisms has CRISPR been tried on besides mice, mosquitos, and microorganisms?"": 0.09293007088824651}"
113	9	113_9	Can CRISPR be used to edit RNA too?	I’ve heard a lot about RNA recently. Can it be used to edit that too?	"{""Can CRISPR be used to edit RNA too?"": 0.11110373876771724, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit that too?"": 0.11022214516408041, ""I\u2019ve heard a lot about RNA recently. Can it be used to edit that too?"": 0.10533287803774945, ""Can CRISPR be used to edit RNA also?"": 0.09859656179862052, ""Can CRISPR be used to edit RNA recently?"": 0.09734138974766614, ""Can CRISPR be used to edit RNA as well?"": 0.09680581646945768, ""I've heard a lot about RNA recently. Can CRISPR be used to edit that too?"": 0.0965458172129296, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit RNA too?"": 0.09508863383651556, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit that as well?"": 0.09456407229152478, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit that also?"": 0.09439894667373865}"
113	10	113_10	What’s the difference between CRISPRi and CRISPRa?	What’s the difference between the types you mentioned?	"{""What\u2019s the difference between CRISPRi and CRISPRa?"": 0.10747936099881074, ""What\u2019s the difference between the types of genetic diseases you mentioned and CRISPR?"": 0.10321044474289862, ""What is the difference between CRISPRi and CRISPRa?"": 0.10169570919702502, ""What\u2019s the difference between the types of genetic diseases CRISPR can treat?"": 0.1012439289931128, ""What\u2019s the difference between the types of genetic diseases that CRISPR can treat?"": 0.10048446402023663, ""What\u2019s the difference between CRISPR and CRISPR-cas13b?"": 0.09879599364543776, ""What\u2019s the difference between type I and type II CRISPR?"": 0.09750936535200967, ""What\u2019s the difference between the types of genetic diseases that CRISPR can be used to treat?"": 0.09687203325530717, ""What\u2019s the difference between the types of genetic diseases that CRISPR can be used on?"": 0.09660718244082436, ""What\u2019s the difference between the types of genetic diseases you mentioned?"": 0.09610151735433724}"
113	11	113_11	Is that too basic, I’d like a more scientific explanation.	That’s too basic, I’d like a more scientific explanation.	"{""Is that too basic, I\u2019d like a more scientific explanation."": 0.10554159400583865, ""That\u2019s too basic, I\u2019d like a more scientific explanation."": 0.10400507846875039, ""Is that too basic, I\u2019d like a more scientific explanation of how CRISPR works?"": 0.10176460293814818, ""It\u2019s too basic, I\u2019d like a more scientific explanation."": 0.10062136048284878, ""Is that too basic, I\u2019d like a more scientific explanation of what CRISPR is?"": 0.09920301128449298, ""Is that too basic, I\u2019d like a more scientific explanation?"": 0.09920152027610148, ""Is CRISPR too basic, I\u2019d like a more scientific explanation."": 0.09785457468487321, ""That\u2019s too basic, I\u2019d like a more scientific explanation of how CRISPR works?"": 0.09745566716084701, ""Is that too simplistic, I\u2019d like a more scientific explanation."": 0.0971804976384899, ""Is that too basic, I\u2019d like a more scientific explanation of CRISPR?"": 0.09717209305960942}"
113	12	113_12	What are the commercial issues using CRISPR?	The developments sound exciting. What are the commercial issues using it?	"{""What are the commercial issues using CRISPR?"": 0.13157166169801374, ""The developments sound exciting. What are the commercial issues using CRISPR?"": 0.10645572238787233, ""What are the commercial issues using CRISPR/Cas9?"": 0.10601828084949166, ""What are the commercial issues using the CRISPR/Cas9 system?"": 0.10391717886231966, ""The developments sound exciting. What are the commercial issues using CRISPR/Cas9?"": 0.09438992031104006, ""What are the commercial issues using the CRISPR system?"": 0.09346017165836829, ""The developments sound exciting. What are the commercial issues using the CRISPR/Cas9 system?"": 0.09339544287690617, ""What are the commercial issues using Cas9?"": 0.09157654657614567, ""What are the commercial issues using CRISPR and Cas9?"": 0.09096107298153365, ""What are the commercial issues using CRISPR and CRISPR/Cas9?"": 0.08825400179830875}"
113	13	113_13	What are the alternatives to avoid licensing issues with CRISPR?	What are the alternatives to avoid licensing issues?	"{""What are the alternatives to avoid licensing issues with CRISPR?"": 0.11987194602759976, ""What are the alternatives to avoid licensing issues?"": 0.11534676647100436, ""What are the alternatives to avoid licensing issues for CRISPR?"": 0.11236819097013023, ""What are the alternatives to avoid licensing issues using CRISPR?"": 0.09990259864530343, ""What are the alternatives to avoid licensing issues when using CRISPR?"": 0.09758968301553152, ""What are the alternatives to avoid licensing issues involving CRISPR?"": 0.09291406363172962, ""What are the alternatives to avoid licensing issues regarding CRISPR?"": 0.09246611751796971, ""What are the alternatives to avoid licensing issues when developing CRISPR reagent kits?"": 0.09243734330909391, ""What are the alternatives to avoid licensing issues in CRISPR?"": 0.08910092775430592, ""What are the alternatives to avoid licensing issues when developing CRISPR reagents?"": 0.08800236265733154}"
114	1	114_1	I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next?	I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next?	
114	2	114_2	How about my diet, what should I consider changing?	How about my diet, what should I consider changing?	"{""How about my diet, what should I consider changing?"": 0.13716548093208059, ""What about my diet, what should I consider changing?"": 0.10070055270072113, ""How about my diet, what should I consider changing for the better?"": 0.09779623349112282, ""How about my diet, what should I consider changing if I have a ferritin deficiency?"": 0.09702691357893564, ""How about my diet, what should I consider changing if my ferritin count is slightly low?"": 0.096766566841076, ""How about my diet, what should I consider changing if I have a ferritin count that is slightly low?"": 0.09664160342716714, ""How about my diet, what should I consider changing for a better running experience?"": 0.09534142181786708, ""How about my diet, what should I consider changing for a runner with a ferritin count that is slightly low?"": 0.09402770774890705, ""How about my diet, what should I consider changing if I\u2019m feeling tired?"": 0.09253703139128779, ""How about my diet, what should I consider changing for a better running performance?"": 0.09199648807083478}"
114	3	114_3	I meant to help my ferritin specifically.	No, I meant to help my ferritin specifically.	"{""I meant to help my ferritin specifically."": 0.1171525157081991, ""No, I meant to help my ferritin specifically."": 0.10537239579923044, ""What should I do next after my doctor said my ferritin count is slightly low. I meant to help my ferritin specifically."": 0.10330020011829161, ""|||I meant to help my ferritin specifically."": 0.09907187767605732, ""What should I do next to help my ferritin specifically?"": 0.09858510778617166, ""What should I do next after my doctor said my ferritin count is slightly low?"": 0.09711258014080779, ""What should I do next after my doctor said my ferritin count is slightly low. I mean to help my ferritin specifically."": 0.0969457389573463, ""Did I mean to help my ferritin specifically?"": 0.09665186626541304, ""What should I do next after my doctor said my ferritin count is slightly low. I meant to help my ferritin specifically?"": 0.09290522570246272, ""What should I do next after my doctor said my ferritin count is slightly low. I meant to help my ferritin specifically.?"": 0.09290249184602002}"
114	4	114_4	What is the difference between heme and non-heme iron?	What is the difference between the two types?	"{""What is the difference between heme and non-heme iron?"": 0.11498107127636961, ""What is the difference between heme iron and non-heme iron?"": 0.11042486451738813, ""What is the difference between the two types of iron?"": 0.10202026105648275, ""What is the difference between the heme and non-heme iron?"": 0.10142973783896987, ""What is the difference between ferritin and non-heme iron?"": 0.0996015217298119, ""What is the difference between the heme iron and non-heme iron?"": 0.09623759706667326, ""What is the difference between the heme and non-heme iron in foods?"": 0.09526892363978647, ""What is the difference between the heme and non-heme forms of iron?"": 0.09394520772001085, ""What is the difference between heme and non-heme iron in foods?"": 0.09383813977249834, ""What is the difference between animal and plant iron?"": 0.0922526753820088}"
114	5	114_5	So, what can I do to improve my ferritin and increase my levels?	I’m vegetarian. So, what can I do to improve it and increase my levels?	"{""So, what can I do to improve my ferritin and increase my levels?"": 0.1076562589955698, ""So, what can I do to improve my ferritin levels?"": 0.10237862161251315, ""So, what can I do to improve ferritin and increase my levels?"": 0.10090642400491819, ""So, what can I do to improve my ferritin count and increase my levels?"": 0.10011124351444212, ""What can I do to improve my ferritin and increase my levels?"": 0.10005152198029968, ""So, what can I do to improve it and increase my levels of ferritin?"": 0.09928101400803062, ""So, what can I do to improve my iron levels?"": 0.09901924692615267, ""So, what can I do to improve my ferritin level and increase my levels?"": 0.09811044415117737, ""What can I do to improve my ferritin levels?"": 0.0966349120242278, ""So, what can I do to improve my ferritin level?"": 0.09585031278266862}"
114	6	114_6	I heard eating eggs might help.	I heard eating eggs might help.	"{""I heard eating eggs might help."": 0.11555802686741891, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise my ferritin levels effectively and quickly."": 0.10123786020758452, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise my ferritin levels effectively and quickly.||I heard eating eggs might help."": 0.1009678010073083, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise these levels effectively and quickly.||I heard eating eggs might help."": 0.09878349589257861, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise my ferritin levels effectively and quickly. |||I heard eating eggs might help."": 0.09790983796033591, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise my ferritin levels effectively and quickly.|||I heard eating eggs might help."": 0.09751189548618253, ""I heard eating eggs might help raise my ferritin levels. I\u2019m a vegetarian. Please tell me how to raise these levels effectively and quickly.||I heard eating eggs might help."": 0.09737799178427371, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise these levels effectively and quickly."": 0.09729146181410993, ""I heard eating eggs might help raise my ferritin levels."": 0.09698107356475948, ""I heard eating eggs might help. I\u2019m a vegetarian. Please tell me how to raise these levels effectively and quickly.|||I heard eating eggs might help."": 0.09638055541544811}"
114	7	114_7	How many eggs do I need to eat to get the recommended amount?	I’m also a woman over 50. How many do I need to eat to get the recommended amount?	"{""How many eggs do I need to eat to get the recommended amount?"": 0.11087752116338696, ""How many eggs do I need to eat to get the recommended amount of iron?"": 0.11047280116816931, ""How many eggs do I need to eat to get the recommended amount of iron in my blood?"": 0.10385484598373804, ""How many do I need to eat to get the recommended amount of iron?"": 0.10278055178853672, ""How many do I need to eat to get the recommended amount of iron in my blood?"": 0.10132584109806733, ""How many eggs do I need to eat to get the recommended amount of iron in my body?"": 0.09875873422999903, ""How many do I need to eat to get the recommended amount of iron in my body?"": 0.09602982879845214, ""How many eggs do I need to eat to get the recommended amount of iron per day?"": 0.09359560330379393, ""How many eggs do I need to eat to get the recommended amount of iron for women over 50?"": 0.09242939020545386, ""How many do I need to eat to get the recommended amount of iron per day?"": 0.08987488226040266}"
114	8	114_8	I’m starting to train for a marathon, what should I consider?	I’m starting to train for a marathon, what should I consider?	"{""I\u2019m starting to train for a marathon, what should I consider?"": 0.1253093643828183, ""I'm starting to train for a marathon, what should I consider?"": 0.10437828375282553, ""I\u2019m starting to train for a marathon, what should I consider eating?"": 0.10061527639539013, ""I\u2019m starting to train for a marathon, what should I consider doing?"": 0.09783841230598518, ""||I\u2019m starting to train for a marathon, what should I consider?"": 0.0957539046840967, ""What should I consider when I\u2019m starting to train for a marathon?"": 0.09634919086501309, ""I\u2019m starting to train for a marathon. What should I consider?"": 0.0948951790278796, ""What should I consider if I\u2019m starting to train for a marathon?"": 0.09430599736918717, ""I\u2019m starting to train for a marathon, what should I consider eating more eggs?"": 0.09306078153126719}"
114	9	114_9	I’m starting to train for a marathon, what is a one week diet?	No, I’m starting to train for a marathon, what is a one week diet?	"{""I\u2019m starting to train for a marathon, what is a one week diet?"": 0.11285236881472378, ""No, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.11257212527196188, ""Yes, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.1019541797345223, ""What is a one week vegan diet?"": 0.09929342246281984, ""||No, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.0986695045446102, ""So, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.09735139558824554, ""|||I\u2019m starting to train for a marathon, what is a one week diet?"": 0.09608194450925349, ""I\u2019m starting to train for a marathon, what is a one week vegan diet?"": 0.09521049251908355, ""No, I\u2019m starting to train for a marathon, what is a one week vegan diet?"": 0.09407484697493011, ""No, I\u2019m starting to train for a marathon. What is a one week diet?"": 0.09193971957984931}"
115	1	115_1	How are mental health disorders perceived and addressed around the world?	How are mental health disorders perceived and addressed around the world?	
115	2	115_2	What are the causes of stigma in Africa?	What are the causes of stigma in Africa?	"{""What are the causes of stigma in Africa?"": 0.12394567613614066, ""What are the causes of mental health stigma in Africa?"": 0.11142228484126138, ""What are the causes of stigma in Africa regarding mental health?"": 0.10152493314162388, ""What are the causes of stigma in Africa with mental health?"": 0.09810281073871208, ""What are the causes of stigma in Africa in relation to mental health?"": 0.0973940016831725, ""What are the causes of stigma in Africa when it comes to mental health?"": 0.09437968486646472, ""What are the causes of stigma in Africa relating to mental health?"": 0.0942448215090209, ""What are the causes of stigma in Africa for mental health professionals?"": 0.09359538966208839, ""What are the causes of stigma in Africa with regards to mental health?"": 0.09316024436525112, ""What are the causes of stigma in Africa related to mental health?"": 0.09223015305626438}"
