conversation_id	turn_id	id	query	original	sparse
113	6	113_6	What are scientists worried about with CRISPR?	What are they worried about?	"{""What are scientists worried about with CRISPR?"": 0.10737722872335259, ""What are they worried about with CRISPR?"": 0.10569766779672998, ""What are people worried about with CRISPR?"": 0.10518245893559873, ""What are they worried about?"": 0.10064672469444287, ""What are the parents of Down syndrome worried about with CRISPR?"": 0.10002753109172596, ""What are the parents of Down syndrome worried about?"": 0.09871884276735317, ""What are doctors worried about with CRISPR?"": 0.09864812866913271, ""What are the scientists worried about with CRISPR?"": 0.09822349132667366, ""What are the medical community worried about with CRISPR?"": 0.096427934844362, ""What are the parents of Down syndrome worried about with regards to CRISPR?"": 0.08904999115062834}"
113	7	113_7	What diseases are caused by a single change in a gene?	No, I meant in humans.	"{""What diseases are caused by a single change in a gene?"": 0.10535787564264576, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, mitochondrial genetic diseases, malaria resistance, and gene drives?"": 0.1029550476687629, ""What other diseases are caused by a single change in a gene besides sickle cell anemia and mitochondrial genetic diseases?"": 0.10074601945249363, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria resistance, and gene drives?"": 0.10050953990247757, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, mitochondrial genetic diseases, malaria, and gene drives?"": 0.10001340168471706, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, and malaria?"": 0.09937331975002549, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, malaria, and gene drives?"": 0.09851157877807015, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, and malaria"": 0.09811557139300454, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, mitochondrial genetic diseases, and malaria"": 0.09744295001674103, ""What other diseases are caused by a single change in a gene besides sickle cell anemia, mitochondrial genetic diseases, mitochondrial genetic diseases, and malaria?"": 0.09697469571106185}"
113	8	113_8	What other types of organisms has CRISPR been tried on?	It sounds like it could be used in many places. What other types of organisms has it been tried on?	"{""What other types of organisms has CRISPR been tried on?"": 0.11332639243001273, ""What other types of organisms has CRISPR been tried on besides mice and mosquitoes?"": 0.10698789807347982, ""What other types of organisms has CRISPR been tried on besides mice and mosquitos?"": 0.10648890323772607, ""What other types of organisms besides mice and mosquitoes has CRISPR been tried on?"": 0.09876906081078204, ""What other types of organisms has CRISPR been tried on besides mice, mosquitoes, and microbes?"": 0.0986233839164979, ""What other types of organisms has CRISPR been tried on besides mice, mosquitos, and microbes?"": 0.09625516290058177, ""What other types of organisms besides mice and mosquitos has CRISPR been tried on?"": 0.09599845928642453, ""What other types of organisms has CRISPR been tried on besides mice?"": 0.09479440964443861, ""What other types of organisms has CRISPR been tried on besides mice, mosquitoes and microbes?"": 0.09444012197592201, ""What other types of organisms besides mice, mosquitoes, and microbes has CRISPR been tried on?"": 0.09431620772413453}"
113	9	113_9	Can CRISPR be used to edit RNA too?	I’ve heard a lot about RNA recently. Can it be used to edit that too?	"{""Can CRISPR be used to edit RNA too?"": 0.11162654889229841, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit that too?"": 0.11093771860274888, ""I\u2019ve heard a lot about RNA recently. Can it be used to edit that too?"": 0.10591801648792745, ""I\u2019ve heard a lot about RNA lately. Can CRISPR be used to edit that too?"": 0.09773126214641094, ""Can CRISPR be used to edit RNA as well?"": 0.0965078652825071, ""Can CRISPR be used to edit RNA also?"": 0.09648298820447641, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit that as well?"": 0.09566178631541429, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit RNA too?"": 0.09557540896746694, ""I\u2019ve heard a lot about RNA recently. Can CRISPR be used to edit that also?"": 0.09483746313158915, ""Can CRISPR be used to edit RNA, too?"": 0.09472094196916044}"
113	10	113_10	What’s the difference between CRISPRi and CRISPRa?	What’s the difference between the types you mentioned?	"{""What\u2019s the difference between CRISPRi and CRISPRa?"": 0.10714342934806616, ""What\u2019s the difference between the types of genetic diseases you mentioned?"": 0.10332994088067377, ""What\u2019s the difference between the types of genetic diseases you mentioned and CRISPR?"": 0.1023422945168922, ""What\u2019s the difference between type I and type II CRISPR?"": 0.10054346235179398, ""What\u2019s the difference between type II and type IV CRISPR?"": 0.09954251923657137, ""What\u2019s the difference between CRISPR and CRISPR-cas13b?"": 0.09902894556997696, ""What\u2019s the difference between the types of genetic diseases that CRISPR can be used to treat?"": 0.09750948257981679, ""What\u2019s the difference between the types of genetic diseases that CRISPR can treat?"": 0.09743680842914507, ""What\u2019s the difference between the types of genetic diseases CRISPR can treat?"": 0.09678894673264125, ""What\u2019s the difference between the types of diseases CRISPR can be used to treat?"": 0.09633417035442246}"
113	11	113_11	Is that too basic, I’d like a more scientific explanation.	That’s too basic, I’d like a more scientific explanation.	"{""Is that too basic, I\u2019d like a more scientific explanation."": 0.10700549131872732, ""That\u2019s too basic, I\u2019d like a more scientific explanation."": 0.10598271439785378, ""Is that too basic, I\u2019d like a more scientific explanation?"": 0.10027276488925645, ""It\u2019s too basic, I\u2019d like a more scientific explanation."": 0.0998464496475697, ""Is that too basic, I\u2019d like a more scientific explanation of how CRISPR works?"": 0.09910702450539706, ""Is that too basic, I\u2019d like a more scientific explanation of what CRISPR is?"": 0.09822712546859706, ""Is that too simplistic, I\u2019d like a more scientific explanation."": 0.09789952161232414, ""Is CRISPR too basic, I\u2019d like a more scientific explanation."": 0.09754173951960574, ""Is that too basic, I\u2019d like a more scientific explanation of CRISPR?"": 0.09728284775002692, ""That\u2019s too basic, I\u2019d like a more scientific explanation of how CRISPR works?"": 0.09683432089064184}"
113	12	113_12	What are the commercial issues using CRISPR?	The developments sound exciting. What are the commercial issues using it?	"{""What are the commercial issues using CRISPR?"": 0.13692037743343635, ""What are the commercial issues using CRISPR/Cas9?"": 0.11235194932302187, ""What are the commercial issues using the CRISPR/Cas9 system?"": 0.10860537045454731, ""What are the commercial issues using the CRISPR system?"": 0.09852846404637208, ""What are the commercial issues using Cas9?"": 0.0975816338075639, ""What are the commercial issues using CRISPR and Cas9?"": 0.09402572427111824, ""What are the commercial issues using the CRISPR/Cas9 tool?"": 0.09154983930414134, ""What are the commercial issues using CRISPR and CRISPR/Cas9?"": 0.09020543303201396, ""What are the commercial issues using the CRISPR/Cas9 technology?"": 0.08776592109363687, ""What are the commercial issues using CRISPR and CRISPRi?"": 0.08246528723414807}"
113	13	113_13	What are the alternatives to avoid licensing issues?	What are the alternatives to avoid licensing issues?	"{""What are the alternatives to avoid licensing issues?"": 0.12077557895351351, ""What are the alternatives to avoid licensing issues with CRISPR?"": 0.11888772977806102, ""What are the alternatives to avoid licensing issues for CRISPR?"": 0.11248936717085514, ""What are the alternatives to avoid licensing issues using CRISPR?"": 0.09936774073118175, ""What are the alternatives to avoid licensing issues when using CRISPR?"": 0.09626179127370234, ""What are the alternatives to avoid licensing issues involving CRISPR?"": 0.09232119295260686, ""What are the alternatives to avoid licensing issues regarding CRISPR?"": 0.09132285512493028, ""What are the alternatives to avoid licensing issues when developing CRISPR reagent kits?"": 0.09057090626057823, ""What are the alternatives to avoid licensing issues in CRISPR?"": 0.09019107223467179, ""What are the alternatives to avoid licensing issues when developing CRISPR?"": 0.08781176551989907}"
114	1	114_1	I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next?	I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next?	
114	2	114_2	How about my diet, what should I consider changing?	How about my diet, what should I consider changing?	"{""How about my diet, what should I consider changing?"": 0.13939090907430723, ""What about my diet, what should I consider changing?"": 0.10605309482430461, ""How about my diet, what should I consider changing for the better?"": 0.09772798662662861, ""What should I consider changing in regards to my diet?"": 0.09564033500955169, ""How about my diet, what should I consider changing for a better running experience?"": 0.09465654245285013, ""How about my diet? What should I consider changing?"": 0.09453886801962229, ""What should I consider changing in my diet?"": 0.09391302865689248, ""What should I consider changing?"": 0.0935241071530614, ""What should I consider changing regarding my diet?"": 0.09249289330017163, ""How about my diet, what should I consider changing if I\u2019m feeling tired?"": 0.09206223488260991}"
114	3	114_3	I meant to help my ferritin specifically.	No, I meant to help my ferritin specifically.	"{""I meant to help my ferritin specifically."": 0.12098824852711196, ""No, I meant to help my ferritin specifically."": 0.10921370381458269, ""Did I mean to help my ferritin specifically?"": 0.10193397000076893, ""Is there anything else I can do to help my ferritin specifically?"": 0.09991081640164709, ""Did I mention I meant to help my ferritin specifically."": 0.09604507573854995, ""Is there anything else you can do to help your ferritin specifically?"": 0.09564398094353913, ""What should I do next to help my ferritin specifically?"": 0.09536071634236261, ""Is there anything else I can do to help my ferritin specifically."": 0.09393512045008146, ""I meant to help my ferritin specifically. What should I do next?"": 0.09382432134593399, ""Did I mean to help my ferritin specifically."": 0.09314404643542222}"
114	4	114_4	What is the difference between heme and non-heme iron?	What is the difference between the two types?	"{""What is the difference between heme and non-heme iron?"": 0.11449756336003528, ""What is the difference between heme iron and non-heme iron?"": 0.11092348968507444, ""What is the difference between the two types of iron?"": 0.10288845013094483, ""What is the difference between the heme and non-heme iron?"": 0.10185745284933516, ""What is the difference between ferritin and non-heme iron?"": 0.0987449207130177, ""What is the difference between the heme iron and non-heme iron?"": 0.09734568660172911, ""What is the difference between the heme and non-heme iron in foods?"": 0.09520986909526373, ""What is the difference between the heme and non-heme forms of iron?"": 0.09341726133604296, ""What is the difference between heme and non-heme iron in foods?"": 0.09316919254379934, ""What is the difference between animal and plant iron?"": 0.09194611368475747}"
114	5	114_5	So, what can I do to improve my ferritin and increase my levels?	I’m vegetarian. So, what can I do to improve it and increase my levels?	"{""So, what can I do to improve my ferritin and increase my levels?"": 0.10452579830591881, ""I\u2019m vegetarian. So, what can I do to improve my ferritin and increase my levels?"": 0.10228221149913404, ""I\u2019m vegetarian. So, what can I do to improve it and increase my levels?"": 0.10196664618134808, ""What can I do to improve my ferritin and increase my levels?"": 0.10106219023140063, ""I\u2019m vegetarian. So, what can I do to improve it and increase my levels of ferritin?"": 0.09977985593299514, ""I\u2019m vegetarian. So, what can I do to improve my ferritin levels?"": 0.09946863014376468, ""So, what can I do to improve my ferritin levels?"": 0.09847869775614676, ""So, what can I do to improve ferritin and increase my levels?"": 0.09825525174836248, ""What can I do to improve my ferritin levels?"": 0.09783797827877502, ""I\u2019m vegetarian. So, what can I do to improve my ferritin count and increase my levels?"": 0.09634273992215435}"
114	6	114_6	I heard eating eggs might help.	I heard eating eggs might help.	"{""I heard eating eggs might help."": 0.12905878050520353, ""I heard eating eggs might help raise my ferritin levels."": 0.10463966837178257, ""I heard eating eggs might help raise ferritin levels."": 0.10371996262721703, ""I heard eating eggs might help my ferritin levels."": 0.09780334174264044, ""I heard eating eggs might help raise my ferritin levels. Please tell me how to raise these levels effectively and quickly."": 0.09737511398337143, ""I heard eating eggs might help raise ferritin levels. Please tell me how to raise these levels effectively and quickly."": 0.09576679901865107, ""I heard eating eggs might help raise my ferritin levels. I heard eating eggs might help."": 0.09464087135344242, ""I heard eating eggs might help raise my ferritin level."": 0.093989574038939, ""I heard eating eggs might help raise ferritin levels. I heard eating eggs might help."": 0.09173778416800529, ""I heard eating eggs might help raise my ferritin levels. Is that true?"": 0.09126810419074724}"
114	7	114_7	How many eggs do I need to eat to get the recommended amount of iron?	I’m also a woman over 50. How many do I need to eat to get the recommended amount?	"{""How many eggs do I need to eat to get the recommended amount of iron?"": 0.11160152833233522, ""How many eggs do I need to eat to get the recommended amount?"": 0.10934977520032582, ""How many do I need to eat to get the recommended amount of iron?"": 0.10282820912914283, ""How many eggs do I need to eat to get the recommended amount of iron in my blood?"": 0.100579320024237, ""I\u2019m also a woman over 50. How many eggs do I need to eat to get the recommended amount of iron?"": 0.09982282183067272, ""I\u2019m also a woman over 50. How many eggs do I need to eat to get the recommended amount?"": 0.09852553042081764, ""How many do I need to eat to get the recommended amount of iron in my blood?"": 0.09658270423202683, ""How many eggs do I need to eat to get the recommended amount of iron in my body?"": 0.09549160866512106, ""How many eggs do I need to eat to get the recommended amount of iron per day?"": 0.09301780878153741, ""How many eggs do I need to eat to get the recommended amount of iron for women over 50?"": 0.09220069338378348}"
114	8	114_8	I’m starting to train for a marathon, what should I consider?	I’m starting to train for a marathon, what should I consider?	"{""I\u2019m starting to train for a marathon, what should I consider?"": 0.12822367534459722, ""I'm starting to train for a marathon, what should I consider?"": 0.10840165606815017, ""I\u2019m starting to train for a marathon, what should I consider eating?"": 0.10230957854403758, ""I\u2019m starting to train for a marathon, what should I consider doing?"": 0.10098152081167813, ""I\u2019m starting to train for a marathon. What should I consider?"": 0.09837919721056801, ""I\u2019m starting to train for a marathon, what should I consider eating more eggs?"": 0.09414513290893041, ""I\u2019m starting to train for a marathon, what should I consider eating eggs?"": 0.09291532600384432, ""I\u2019m starting to train for a marathon, what should I consider consuming?"": 0.09214224305307604, ""What should I consider when I\u2019m starting to train for a marathon?"": 0.09162342358536492, ""I am starting to train for a marathon, what should I consider?"": 0.0908782464697532}"
114	9	114_9	No, I’m starting to train for a marathon, what is a one week diet?	No, I’m starting to train for a marathon, what is a one week diet?	"{""No, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.11613624513722182, ""I\u2019m starting to train for a marathon, what is a one week diet?"": 0.11476890029009149, ""Yes, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.10106112374239302, ""No, I\u2019m starting to train for a marathon, what is a one week vegan diet?"": 0.09844034315677927, ""I\u2019m starting to train for a marathon, what is a one week vegan diet?"": 0.09767955052098717, ""So, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.09671888703396615, ""Oh, I\u2019m starting to train for a marathon, what is a one week diet?"": 0.09438833803017252, ""What is a one week vegan diet?"": 0.09425141771362279, ""No, I\u2019m starting to train for a marathon. What is a one week diet?"": 0.09356386895408914, ""No, I'm starting to train for a marathon, what is a one week diet?"": 0.09299132542067663}"
115	1	115_1	How are mental health disorders perceived and addressed around the world?	How are mental health disorders perceived and addressed around the world?	
115	2	115_2	What are the causes of stigma in Africa?	What are the causes of stigma in Africa?	"{""What are the causes of stigma in Africa?"": 0.12460203822380014, ""What are the causes of mental health stigma in Africa?"": 0.11325967103619894, ""What are the causes of stigma in Africa regarding mental health?"": 0.10206532192341675, ""What are the causes of stigma in Africa in relation to mental health?"": 0.09702328811925345, ""What are the causes of stigma in Africa with mental health?"": 0.09501727755829042, ""What are the causes of stigma in Africa when it comes to mental health?"": 0.09470131422979015, ""What are the causes of stigma in Africa relating to mental health?"": 0.09370717204727055, ""What are the causes of stigma in Africa for mental health professionals?"": 0.09340647360044031, ""What are the causes of stigma in Africa with mental health disorders?"": 0.0931471204997768, ""What are the causes of stigma in Africa with regards to mental health?"": 0.09307032276176247}"
115	3	115_3	Could you expand on some of these traditional and cultural methods of dealing with mental illness in Africa?	Could you expand on some of these methods?	"{""Could you expand on some of these traditional and cultural methods of dealing with mental illness in Africa?"": 0.10632685089912423, ""Could you expand on some of the traditional and cultural methods of dealing with mental illness in Africa?"": 0.10542478688851628, ""Could you expand on some of these traditional and cultural methods of dealing with mental illness?"": 0.10369466321722622, ""Could you expand on some of the traditional methods of treating mental illness in Africa?"": 0.09929831995217885, ""Could you expand on some of the traditional and cultural methods of dealing with mental illness?"": 0.09896441569838788, ""Could you expand on some of these traditional methods of treating mental illness in Africa?"": 0.09817486781406863, ""Could you expand on some of traditional and cultural methods of dealing with mental illness in Africa?"": 0.09780449219278954, ""Could you expand on some of the traditional and cultural methods used by Africans to treat mental illness?"": 0.09752160569005133, ""Could you expand on some of the traditional and cultural methods of treating mental illness in Africa?"": 0.09680734211694468, ""Could you expand on some of the traditional methods used to treat mental illness in Africa?"": 0.09598265553071235}"
115	4	115_4	How effective are these traditional and cultural methods of dealing with mental illness in Africa and could they be combined with Western medicine?	How effective are these methods and could they be combined with Western medicine?	"{""How effective are these traditional and cultural methods of dealing with mental illness in Africa and could they be combined with Western medicine?"": 0.10769817461277491, ""How effective are traditional and cultural methods of dealing with mental illness in Africa and could they be combined with Western medicine?"": 0.10539932765072017, ""How effective are these traditional and cultural methods and could they be combined with Western medicine?"": 0.10391165850912303, ""How effective are these methods and could they be combined with Western medicine?"": 0.10111662249869008, ""How effective are traditional African methods and could they be combined with Western medicine?"": 0.09975650493767947, ""How effective are the traditional and cultural methods of dealing with mental illness in Africa and could they be combined with Western medicine?"": 0.09957891070683585, ""How effective are traditional African methods of dealing with mental illness and could they be combined with Western medicine?"": 0.09650899441044714, ""How effective are these traditional African methods and could they be combined with Western medicine?"": 0.09569169192523778, ""How effective are these traditional methods and could they be combined with Western medicine?"": 0.09536912624831086, ""How effective are these traditional and cultural methods of dealing with mental illness in Africa? Could they be combined with Western medicine?"": 0.09496898850018073}"
115	5	115_5	What are the causes of stigma in Asia?	Okay. Now, what about the causes in Asia?	"{""What are the causes of stigma in Asia?"": 0.11311967591601231, ""What are the causes of mental illness in Asia?"": 0.11197076291636268, ""Could you expand on some of these traditional and cultural methods of dealing with mental illness in Asia?"": 0.10725376037204755, ""Okay. Now, what about the causes of mental illness in Asia?"": 0.10208990919457236, ""Okay. Now, what about the causes of stigma in Asia?"": 0.10181863339546982, ""Could you expand on some of the causes of stigma in Asia?"": 0.09465687716435214, ""What about the causes of mental illness in Asia?"": 0.09327228348213783, ""Could you expand on the causes of stigma in Asia?"": 0.09232286905780697, ""What are the causes of mental health disorders in Asia?"": 0.09202037317957745, ""Could you expand on the causes of mental illness in Asia?"": 0.09147485532166089}"
115	6	115_6	Is there a relationship between these values and mental illness in Africa?	Is there a relationship between these values and mental illness in the region?	"{""Is there a relationship between these values and mental illness in Africa?"": 0.11264831496728255, ""Is there a relationship between these values and mental illness in the region?"": 0.1115144353794689, ""Is there a relationship between these values and mental illness in the African region?"": 0.10656133992549666, ""Is there a relationship between these values and mental illness in the Africa region?"": 0.09940714260518739, ""Is there a relationship between these values and mental illness in the Americas?"": 0.09851160634495272, ""Is there a relationship between traditional and cultural values and mental illness in Africa?"": 0.09638149556736891, ""Is there a relationship between African values and mental illness in the region?"": 0.09466251939484471, ""Is there a relationship between these values and mental illness in the Asia region?"": 0.09381140437410543, ""Is there a relationship between Western values and mental illness in Africa?"": 0.09354778551395385, ""Is there a relationship between values and mental illness in Africa?"": 0.09295395592733889}"
115	7	115_7	Besides these values, what other factors could cause stigmatization in Africa?	Wow. Besides these values, what other factors could cause stigmatization?	"{""Besides these values, what other factors could cause stigmatization in Africa?"": 0.11588041917328479, ""Besides these values, what other factors could cause stigmatization in Asia?"": 0.11261934434951287, ""Besides these values, what other factors could cause stigmatization?"": 0.11128981918137436, ""Besides these values, what other factors could cause stigmatization of mental illness in Africa?"": 0.09814962871097797, ""Besides these values, what other factors could cause stigmatization in Asian countries?"": 0.09656403705892098, ""Besides these values, what other factors could cause stigmatization of mental illness in Asia?"": 0.09648455084611121, ""Besides these values, what other factors could cause stigmatization in Africa and Asia?"": 0.09337446366639164, ""Besides these values, what other factors could cause stigmatization for patients in Asia?"": 0.09231445808457178, ""Besides these values, what other factors could cause stigmatization in African countries?"": 0.09182322428623414, ""Besides values such as mystical beliefs, what other factors could cause stigmatization in Asia?"": 0.09150005464262026}"
115	8	115_8	What about the causes of mental illness in North America?	What about the causes in North America?	"{""What about the causes of mental illness in North America?"": 0.11953164536169487, ""What about the causes of stigma in North America?"": 0.11779443107779386, ""What are the causes of stigma in North America?"": 0.11486171260195814, ""What are the causes of mental illness in North America?"": 0.11364761824397691, ""What about the causes in North America of mental illness?"": 0.09764751430514475, ""What causes mental illness in North America?"": 0.0903671085853116, ""What about the causes in North America for mental illness?"": 0.09011375368919569, ""What is the cause of mental illness in North America?"": 0.08568876712933475, ""What about the causes in North America?"": 0.08530459432077295, ""What is the cause of stigma in North America?"": 0.08504285468481647}"
115	9	115_9	What has the National Alliance on Mental Illness done to help?	Hmm. What has the Alliance done to help?	"{""What has the National Alliance on Mental Illness done to help?"": 0.12616154676052438, ""Hmm. What has the National Alliance on Mental Illness done to help?"": 0.11436068033220553, ""What has the National Alliance on Mental Illness (NAMI) done to help?"": 0.09929089974215527, ""What has the National Alliance on Mental Illness done to help victims of mass shootings?"": 0.09722958605666253, ""What has the Alliance on Mental Illness done to help?"": 0.09693570687861881, ""What has the Alliance done to help?"": 0.0960019750948983, ""What has the National Alliance on Mental Illness done to help combat mental illness?"": 0.09435570956870105, ""What has the National Alliance on Mental Illness done to help combat mental health stigma?"": 0.0926159033960746, ""What has the National Alliance on Mental Illness done to help with mental health issues?"": 0.09162587118830628, ""Hmm. What has the Alliance done to help?"": 0.09142212098185322}"
115	10	115_10	Have the Indian student's approaches to treating depression been tried elsewhere?	I found the Indian student's approach to treating depression interesting. Have their approaches been tried elsewhere?	"{""Have the Indian student's approaches to treating depression been tried elsewhere?"": 0.12057492250589139, ""Have Indian student's approaches to treating depression been tried elsewhere?"": 0.10985946887506394, ""Have the Indian students' approaches to treating depression been tried elsewhere?"": 0.10431161539648837, ""Have the Indian student's approaches to treating depression been tried elsewhere besides the National Alliance for Mental Illness?"": 0.0987133364525689, ""Have Indian students' approaches to treating depression been tried elsewhere?"": 0.0986972986198746, ""Has the Indian student's approach to treating depression been tried elsewhere?"": 0.09600633002810346, ""Have Indian student's approaches to treating depression been tried elsewhere besides the National Alliance for Mental Illness?"": 0.09465829181489469, ""Have the Indian students approaches to treating depression been tried elsewhere?"": 0.09464773818361022, ""Have the Indian student approaches to treating depression been tried elsewhere?"": 0.0927140963293833, ""Have the Indian student's approaches been tried elsewhere?"": 0.08981690179412116}"
115	11	115_11	Can you tell me more about Chibanda's approach? How effective has it been?	Can you tell me more about Chibanda's approach? How effective has it been?	"{""Can you tell me more about Chibanda's approach? How effective has it been?"": 0.1093540468956153, ""Can you tell me more about Chibanda's approach to mental health? How effective has it been?"": 0.1062331224021385, ""Can you tell me more about Chibanda's approach to treating mental illness? How effective has it been?"": 0.10448823727860353, ""Can you tell me more about Chibanda's approach to mental health care? How effective has it been?"": 0.10002229045727763, ""Can you tell me more about Chibanda's approach to dealing with mental illness? How effective has it been?"": 0.09983986912220283, ""Can you tell me more about Chibanda's approach to mental health in Africa? How effective has it been?"": 0.09775190466744518, ""Can you tell me more about Chibanda's approach to treating mental illness in Africa? How effective has it been?"": 0.09742376149859158, ""Can you tell me more about Chibanda's approach to mental health treatment? How effective has it been?"": 0.09610318265629003, ""Can you tell me more about Chibanda's approach to mental illness? How effective has it been?"": 0.0949558468464418, ""Can you tell me more about Chibanda's mental health approach? How effective has it been?"": 0.09382773817539361}"
116	1	116_1	How are literary devices used in Biblical poetry?	How are literary devices used in Biblical poetry?	
116	2	116_2	How is Christian poetry defined?	That's interesting. How is it defined?	"{""How is Christian poetry defined?"": 0.15502369662834364, ""How is the Christian theme in modern poetry defined?"": 0.09816142626154087, ""How is Biblical poetry defined?"": 0.09610879216657464, ""How is Christian themes in poetry defined?"": 0.09584548426405741, ""How is Christian theme in poetry defined?"": 0.09504772442197089, ""How is contemporary Christian poetry defined?"": 0.09312546942974283, ""How is the Christian theme in contemporary poetry defined?"": 0.09305589912477072, ""How is Christian theme defined?"": 0.09241829766553283, ""How is modern Christian poetry defined?"": 0.0910141627696664, ""How is Christianity defined?"": 0.09019904726779977}"
116	3	116_3	How did the existing traditions of Greek and Latin poetry affect Christian poets?	How did those traditions affect them?	"{""How did the existing traditions of Greek and Latin poetry affect Christian poets?"": 0.11398885221202743, ""How did the existing traditions of Greek and Latin poetry, which were of course heavily influenced by paganism affect Christian poets?"": 0.10668951594549891, ""How did the existing traditions of Greek and Latin poetry, which were of course heavily influenced by paganism, affect Christian poets?"": 0.10312101572051217, ""How did the existing traditions of Greek and Latin poetry affect them?"": 0.10043748815004629, ""How did the traditions of Greek and Latin poetry affect Christian poets?"": 0.0989111913146705, ""How did the existing traditions of Greek and Latin poetry, which were of course heavily influenced by paganism affect them?"": 0.09874493280473279, ""How did those traditions of Greek and Latin poetry affect Christian poets?"": 0.0950951850596102, ""How did the existing traditions of Greek and Latin poetry, which were of course heavily influenced by paganism affect Biblical poets?"": 0.09504015879062813, ""How did paganism affect Christian poets?"": 0.09398628595996171, ""How did the existing traditions of Greek and Latin poetry affect the Christian poets?"": 0.09398537404231186}"
116	4	116_4	How are literary devices used in Islamic ones?	That's interesting about Christianity. How are devices used in Islamic ones?	"{""How are literary devices used in Islamic ones?"": 0.1346903053768785, ""How are literary devices used in Islamic poems?"": 0.12133985510832762, ""How are literary devices used in Islamic poets?"": 0.11154317789952618, ""How are literary devices used in Islamic poetry?"": 0.1035026447610364, ""How are devices used in Islamic ones?"": 0.09135494363774664, ""How are literary devices used in Islamic Poems?"": 0.09130329084628566, ""How are literary devices used in Islamic ones in Christian poetry?"": 0.089386113097871, ""How are devices used in Islamic poems?"": 0.08900712260304378, ""How are literary devices used in Islamic ones in Christian poems?"": 0.08434233155294736, ""How are devices used in Islamic poets?"": 0.08353021511633686}"
116	5	116_5	How does the use of rhyme in Biblical poetry compare to Islamic poetry?	Okay. How does the use of rhyme in Biblical poetry compare?	"{""How does the use of rhyme in Biblical poetry compare to Islamic poetry?"": 0.11033434216842772, ""How does the use of rhyme in Biblical poetry compare to the use of rhyme in Islamic poetry?"": 0.10473987751407794, ""How does the use of rhyme in Biblical poetry compare to Christian poetry?"": 0.1046770360886626, ""How does the use of rhyme in Biblical poetry compare with Islamic poetry?"": 0.10117736840022686, ""How does the use of rhyme in Biblical poetry compare to other forms of poetry?"": 0.10038508287584598, ""How does the use of rhyme in Biblical poetry compare?"": 0.09970346926085343, ""How does the use of rhyme in Biblical poetry compare to that in Islamic poetry?"": 0.09601050009144987, ""How does the use of rhyme in Biblical poetry compare to Arabic poetry?"": 0.09531141388671031, ""How does the use of rhyme in Biblical poetry compare to Muslim poetry?"": 0.09410836180219859, ""How does the use of rhyme in Biblical poetry compare to other literary devices?"": 0.09355254791154671}"
116	6	116_6	Why didn't Biblical poetry use rhymes as much?	Why didn't it use rhymes as much?	"{""Why didn't Biblical poetry use rhymes as much?"": 0.13106356956075285, ""Why didn't Christian poetry use rhymes as much?"": 0.10805939388430212, ""Why didn't Biblical poetry use rhymes as much as Islamic poetry?"": 0.10183958736318863, ""Why didn't Islamic poetry use rhymes as much?"": 0.10038507576812249, ""Why didn't biblical poetry use rhymes as much?"": 0.09997171422731398, ""Why didn't Christian poetry use rhymes as much as Islamic poetry?"": 0.0981116231004657, ""Why doesn't Biblical poetry use rhymes as much?"": 0.09213977462156042, ""Why didn't Biblical Poetry use rhymes as much?"": 0.09014197853744191, ""Why didn't Christian and Islamic poetry use rhymes as much?"": 0.08974017065420628, ""Why didn't Biblical poetry use rhymes as much as in Islamic poetry?"": 0.08854711228264563}"
116	7	116_7	How did rhyming and parallelism influence other kinds of poetry?	Ahh, it seems like rhyming and parallelism share similar functions. How did both types of poetry influence other kinds of poetry?	"{""How did rhyming and parallelism influence other kinds of poetry?"": 0.11717626483175295, ""How did both rhyming and parallelism influence other kinds of poetry?"": 0.1123219866551635, ""How did both types of poetry influence other kinds of poetry?"": 0.108727002216114, ""How did Rhyming and Parallelism influence other kinds of poetry?"": 0.09094617350168073, ""How did both kinds of poetry influence other kinds of poetry?"": 0.09711397231635169, ""How did Rhyming and parallelism influence other kinds of poetry?"": 0.09703761771092052, ""How did rhyming and parallelism both types of poetry influence other kinds of poetry?"": 0.09362974449490491, ""How did rhyming and parallelism influence other types of poetry?"": 0.09280617021381969, ""How did both rhyming and parallelism influence other types of poetry?"": 0.08952253099670379}"
