	Query_id	Query	Passage_id	Passage	Score
71	132_3-7	How is Biden's administration doing in regards to achieving its emissions targets?	WAPO_9b671b670858ecbdcbed88126425856d-4	Many factors will play a role, such as the shares of natural gas and coal in the electricity sector, as well as energy efficiency investments that drive down demand. However, we estimate that the U.S. can achieve the majority share of its original 2025 emissions reduction target even with federal policy changes.  More ambitious state policies would further compensate for changes at the federal level.  On the basis of these numbers alone, it’s clear that the United States will continue to contribute to clean energy market expansion and emissions reduction even with changes to federal policy.  Additionally, several states are well positioned to increase their clean energy ambition to keep the U.S. mostly on track to meeting its near-term clean energy commitments, and to keep longer-term emissions goals – not yet implemented in policy – within reach.  Moreover, many countries are likely to stick to their climate plans.  China, which represents more than one third of the expected solar PV and wind capacity growth between now and 2030, has indicated it plans to do so.  The EU commitment looks strong as well.  The demand created in China, the EU, and India – together accounting for over 50 percent of global solar PV and wind capacity additions by 2030 – argues for companies to stay competitive in these markets.	73.6881566918455
72	133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?	MARCO_47_97926714-6	Pamper Gifts for Mom Homemade Sugar Scrub - Messy Little Monster This easy homemade sugar scrub looks very luxurious if you put it in a nice jar. Add a little gift tag and it makes the perfect gift for mom.  I love the addition of pink hearts.  Easy Bath Salts -Teaching 2 and 3 Year olds I love how the process of making this gift has been adapted so toddlers can be involved in making this gift without to much help.  Mom will love relaxing in a bath with homemade bath salts.  Personalized candle holder -Rhythms of Play Imagine mum lighting up a few candles as she has a nice relaxing bath.  What a perfect way for her to pamper herself a little.  These candle holders can be kept and treasured forever too!  Pamper Hamper - Blue Bear Wood Make mom her own gorgeous pamper hamper full of all her favourite pamper products.  This gift set includes a few homemade beauty products which makes it even more personal.  Keepsakes for Mom Rock Photo Holder - Buggy and Buddy Make mom a photo holder to hold her precious photos.  These rock photo holders look beautiful and can be completely personalised.  Heart Notebook - Easy Peasy and Fun Fill a diy heart notebook with little letters telling mom her how special she is.	87.35571152053308
73	133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?	MARCO_28_687618722-6	Or combine the two and get us a pair of warm and fuzzy slipper socks. 16.  A Pampering Kit For Her Hands Or Feet We moms often neglect taking time out to pamper ourselves.  Help make it easier for us by creating a pampering kit for our nails or feet as a gift.  Include clippers, files, pumice stones, scrubs, creams, soaking agents, and of course a new pot of nail polish.  Place it all inside a cosmetic tote so it stays together, making it easy to grab when mom has 15 minutes to herself.  17.  A Game And A Promise Got a mom who loves an evening spent playing cards or board games?  Grab her a new game and promise to come over one night and play a few rounds with her.  I am a mom who loves this and I have Bananagrams on my Christmas list this year.  18.  New Winter Accessory Items If your mom is absent-minded like me, she probably loses at least one winter weather accessory a year whether it be a hat, gloves or a scarf.  If not, sometimes it is just nice to update these items to the latest styles such as a blanket scarf.  19.	79.63583550625481
74	133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?	MARCO_50_620478106-1	10 Pampering & Relaxation Ideas for Mom This Mother’s Day - Pure Fiji 10 Pampering & Relaxation Ideas for Mom This Mother’s Day Mother’s Day is fast approaching and we all know our Moms deserve to be spoiled and celebrated on their special day.  Even with that in mind, the question always comes up: what can I do for my Mom on Mother’s Day?  To tell her how much you appreciate her, why don’t you give her the ultimate gift: a day of pampering and relaxation at home!  Here are 10 simple and affordable ways to pamper your Mom this Mother’s Day. 1.  DIY Homemade Beauty Treatment: Coconut Oil Face Masks On Mother’s Day, give your mom a day to remember by bringing the spa atmosphere home.  Give your mom a homemade facial, hair treatment or massage at home.  For an easy at home facial using ingredients right from your kitchen, try one of these amazing DIY homemade beauty face masks from our blog.  Your mom will surely feel refreshed and fabulous.  2.  Take her away to the tropics!  Wouldn’t it be nice to actually take Mom away on a tropical vacation?	78.57216198032256
75	133_1-3	Can I make the beauty products at home?	MARCO_41_1847614301-2	Beauty Products Mother’s Day is a day to encourage your mom to pamper herself. There’s no better way to do this than with beauty products!  If you know what her favorites are, you can fill her basket with those.  Otherwise, just select things that are universal, such as body cream and bubble bath.  Try making your own beauty products to make the gift even more special!  New Interests Has your mom expressed a desire to learn a new skill?  If so, Mother’s Day is the perfect time to show your support by giving her everything she needs to get started.  For example, if she wants to learn how to play the guitar you can make a basket that has guitar picks, a guitar tuner, a chord book, and an instructional DVD.  Voucher Booklets Mother’s Day is not only a time to honor mothers, but also a chance to give them a break.  Sure, you can do all her chores on Mother’s Day, but what about during the rest of the year?  Vouchers are a nice addition to her gift basket because she can redeem them anytime she wants!  Making dinner, cleaning the house, and running errands all make for great voucher items.	96.92088251468522
76	133_1-3	Can I make the beauty products at home?	MARCO_15_1447916543-7	You can also FOLLOW ME on Facebook, Instagram and Pinterest. Want More DIY Beauty Recipes?  Check out my book Natural Beauty Made Simple.  It comes with 45 homemade skincare recipes with a set of printable labels and gift tags.  You can download it instantly to your phone, computer or e-reader, so it’s portable and can go with you anywhere!  With this book, you’ll learn how to: Make your own organic beauty and skin care products for less than $25 a month!  Learn simple techniques to make your own skincare – without the fuss of complicated recipes or hard-to-find ingredients Get tried-and-true recipes that work to nourish the skin and make it look more radiant than ever before Create beautiful gifts for friends and family with the printable labels and gift tags I’ve included with this book Sources 1.  Betonite Clay 2. Wikipedia Bentonite Clay 3.  Redmond Clay Photo credit: Bigstockphoto.com / Annaok FREE E-Book!  Want glowing skin?  Learn how to make your own DIY beauty products with my e-book!  You'll also get my 7-day essential oils course for free!  Get my e-book!  We respect your privacy.  Unsubscribe at any time.	84.66689304297324
77	133_1-3	Can I make the beauty products at home?	MARCO_12_1861101487-3	One of my friend subscribed for such kind of skin care product for her mom ( yearly) and her mom was so much happy to get that as her birthday gift. I am sure your mom would love it too.  At least for one year she will remember this day for sure.  3.  Shopping vouchers Tell me any woman on this planet who don’t love shopping.  A woman either young or mature loves shopping.  So its a kind of a Bingo to win your mom’s heart.  For this you can buy some vouchers for your mom for any kind of things like, clothes, cosmetics, footwear, etc..  So for this you just have to know what kind of things she would love to shop.  Find it out secretly and surprise on her birthday with the vouchers.  4. Health and Fitness stuff What could be great gift then gifting a your mom health and fitness.  I always suggest to people that they should definitely consider this gift for their parents.  There are many things that can motivate and inspire them for becoming more healthy and fit.  Here are few options that you would definitely love to try.	81.15373423092387
78	133_1-5	I’ve never made a beauty product at home before. Can you tell me how to make one?	MARCO_21_1042238345-2	DIY natural makeup removal is two-fold: upcycling materials to make reusable makeup remover wipes and creating the DIY makeup remover solution How to make reusable makeup remover wipes These reusable makeup remover wipes are easy to make and do not require a sewing machine to prepare. Here’s what you need to do.  Materials 2 washcloths, a sheet of cotton fabric (I pick mine up for a dollar a bagful from the thrift store) or scraps from an old cotton t-shirt that is no longer wearable Needle and thread Pencil Scissors Drinking glass.  Instructions Photo by Sam Schipani Photo by Sam Schipani Photo by Sam Schipani Sandwich the cotton between two washcloths.  Use the mouth of the drinking glass to trace two circles in the washcloths.  Cut the circles out with the scissors.  Sew the three layers together with the needle and thread.  How to make DIY makeup remover Some natural beauty bloggers swear by a few tablespoons of pure olive oil.  As much as the pasta-loving Italian in me would like to embrace that, I have greasy skin and, frankly, need something with a little more oomph.  Here’s the DIY makeup remover recipe I recommend using.	82.26160662970506
79	133_1-5	I’ve never made a beauty product at home before. Can you tell me how to make one?	MARCO_53_606792668-2	They are not inexpensive, and the makeup cleanser or remover is an essential skin care product that you need to use every day, which means that you are required to spend quite a lot on it. So, why not make one yourself?  It is not tough at all, and it will help save loads of money.  There are many recipes that you can use for a DIY jojoba oil makeup remover.  Here are a few to help you make your very own at home: Recipe 1: This recipe requires only two ingredients and is super-easy to make!  All you need is: Organic jojoba oil – 1 ounce Rose water – 1 ounce How To Prepare and Use It?  Simply combine the two ingredients together in a jar and shake the mixture well before you use it.  Gently rub this makeup cleanser onto your eyes and all over your face with a cotton ball or your fingertips.  Next, take a soft, clean and dry cloth and gently remove your makeup.  Repeat until you have removed everything completely.  This recipe is simple, and the two ingredients make a great combo as they both have amazing effects on the skin.  They will keep your skin nourished and radiant.  It is better than any other makeup remover out there!	79.71232951013371
80	133_1-5	I’ve never made a beauty product at home before. Can you tell me how to make one?	MARCO_48_1733298494-2	(The moisturizing effect comes from the coconut oil, which is great for both dry and aging skin. For those with oily or acne-prone skin, you may want to cut back on the amount of coconut oil to suit your skin type.)  How To Make A DIY Makeup Remover Solution Ingredients: 1 cup distilled water 1 1/2 Tbsp baby shampoo 1 Tbsp coconut oil 1-3 drops lavender essential oil (optional) Directions: Melt the coconut oil in your microwave just until liquified.  Then pour the melted coconut oil, distilled water, shampoo, and essential oil (if using) into a mason jar.  Place the lid on the jar and shake well to mix.  Pour into a squeeze bottle for easy access, and store in a cool, dark place.  Next, I’ll show you how I solved my other makeup removing woes—by making my own reusable makeup remover pads!  They’re so easy to make, are gentle on skin, and can be used again and again.  How To Make Reusable Makeup Remover Pads You’ll need: Flannel fabric Scissors Sewing machine Directions: First you’ll need some flannel fabric.  An old flannel pillowcase or shirt works perfectly!  Flannel is both soft and absorbent, making it a great choice to use for removing makeup.	78.51482865400612
81	133_1-7	How much would making my own deodorant cost?	MARCO_12_1398117145-7	Expert Tip When you switch to a natural men’s deodorant, there may be an adjustment period during which you sweat more and notice increased odor. It usually only lasts a couple of days, but some men may experience the issue for up to a few weeks.  STAFF BestReviews Men’s deodorant prices Men’s deodorants vary in price based mainly on the type of the ingredients, but you’ll typically pay between $3 and $48.  Inexpensive Men’s deodorants that solely provide odor protection are usually the least expensive option, ranging from $3 to $7.  Men’s antiperspirant deodorant products are usually a bit more expensive, and typically cost between $5 and $10.  Mid-range You’ll usually pay more for men’s deodorants that contain natural ingredients too – all-natural formulas usually range from $6 to $22.  Expensive The most expensive men’s deodorant options are those that coordinate with designer colognes.  These can be either deodorant only or antiperspirant deodorant formulas, but you’ll usually pay between $22 and $48.  Tips Always apply deodorant to dry skin for the most effective odor protection.  Wear shirts that fit loosely under the arms so air can circulate in your armpits and they will be less likely to sweat.	93.90952066440876
82	133_1-7	How much would making my own deodorant cost?	MARCO_12_1385660336-6	Moisturizing Gentle on sensitive skin Applied with fingers Can feel sticky at first Natural Natural deodorants use baking soda, salt crystals, or essential oils to combat sweat and odor. All-natural products No aluminum salts, parabens, or other chemicals Come in stick, spray, cream, and solid “crystal” forms Scented or unscented Not necessarily hypoallergenic (Essential oils can cause itching, irritation, or skin rashes.)  Did you know?  Most deodorants have fragrance, so choose one that complements your perfume or just smells nice.  Also check any reactions to your skin before you buy one.  STAFF BestReviews Women’s deodorant prices There are deodorants for women that cost from $5 to $20 and more, but there’s no reason to spend more than a few dollars.  While you can certainly spend more – there are designer, specialty, and natural products that cost more than $20 – most women can find an effective deodorant at the drugstore that costs about $5.  Tips Cover your entire underarm area.  Many women just swipe the deodorant up and down a couple of times without coming in contact all of the skin in their armpits.  Apply deodorant at bedtime.	85.85087771179678
83	133_1-7	How much would making my own deodorant cost?	MARCO_45_622525419-2	Keep in mind that even all-natural or organic deodorants include ingredients that can harm you when absorbed into your bloodstream. Also, follow the directions on the deodorant.  Crystal stone deodorants, for example, require that you wet the stone before applying it as a deodorant.  Where to Buy Some deodorants, including the Dr. Hauschka and Weleda brands, are available only online or through high-end retailers.  Burt’s Bees and Arm & Hammer both make natural, aluminum-free deodorants that are sold in grocery stores, discount stores, drugstores and pharmacies.  Some products are also available from beauty supply stores.  If you decide to shop online, look for stores that offer free or discount shipping.  Cost While some aluminum-free deodorants cost up to $30, others are available for $5 or less.  The Weleda and Dr. Hauschka products are at the higher end of the spectrum, retailing for around $25 as of 2010.  Crystal Stone deodorants are a mid-priced option, retailing for around $10 to $15.  The company behind the Crystal Stone deodorant also makes a smaller and cheaper travel size, so you can test the product before committing to one of the larger sizes.	85.75510005014075
84	133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?	MARCO_47_97926714-6	Pamper Gifts for Mom Homemade Sugar Scrub - Messy Little Monster This easy homemade sugar scrub looks very luxurious if you put it in a nice jar. Add a little gift tag and it makes the perfect gift for mom.  I love the addition of pink hearts.  Easy Bath Salts -Teaching 2 and 3 Year olds I love how the process of making this gift has been adapted so toddlers can be involved in making this gift without to much help.  Mom will love relaxing in a bath with homemade bath salts.  Personalized candle holder -Rhythms of Play Imagine mum lighting up a few candles as she has a nice relaxing bath.  What a perfect way for her to pamper herself a little.  These candle holders can be kept and treasured forever too!  Pamper Hamper - Blue Bear Wood Make mom her own gorgeous pamper hamper full of all her favourite pamper products.  This gift set includes a few homemade beauty products which makes it even more personal.  Keepsakes for Mom Rock Photo Holder - Buggy and Buddy Make mom a photo holder to hold her precious photos.  These rock photo holders look beautiful and can be completely personalised.  Heart Notebook - Easy Peasy and Fun Fill a diy heart notebook with little letters telling mom her how special she is.	87.35571152053308
85	133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?	MARCO_28_687618722-6	Or combine the two and get us a pair of warm and fuzzy slipper socks. 16.  A Pampering Kit For Her Hands Or Feet We moms often neglect taking time out to pamper ourselves.  Help make it easier for us by creating a pampering kit for our nails or feet as a gift.  Include clippers, files, pumice stones, scrubs, creams, soaking agents, and of course a new pot of nail polish.  Place it all inside a cosmetic tote so it stays together, making it easy to grab when mom has 15 minutes to herself.  17.  A Game And A Promise Got a mom who loves an evening spent playing cards or board games?  Grab her a new game and promise to come over one night and play a few rounds with her.  I am a mom who loves this and I have Bananagrams on my Christmas list this year.  18.  New Winter Accessory Items If your mom is absent-minded like me, she probably loses at least one winter weather accessory a year whether it be a hat, gloves or a scarf.  If not, sometimes it is just nice to update these items to the latest styles such as a blanket scarf.  19.	79.63583550625481
86	133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?	MARCO_50_620478106-1	10 Pampering & Relaxation Ideas for Mom This Mother’s Day - Pure Fiji 10 Pampering & Relaxation Ideas for Mom This Mother’s Day Mother’s Day is fast approaching and we all know our Moms deserve to be spoiled and celebrated on their special day.  Even with that in mind, the question always comes up: what can I do for my Mom on Mother’s Day?  To tell her how much you appreciate her, why don’t you give her the ultimate gift: a day of pampering and relaxation at home!  Here are 10 simple and affordable ways to pamper your Mom this Mother’s Day. 1.  DIY Homemade Beauty Treatment: Coconut Oil Face Masks On Mother’s Day, give your mom a day to remember by bringing the spa atmosphere home.  Give your mom a homemade facial, hair treatment or massage at home.  For an easy at home facial using ingredients right from your kitchen, try one of these amazing DIY homemade beauty face masks from our blog.  Your mom will surely feel refreshed and fabulous.  2.  Take her away to the tropics!  Wouldn’t it be nice to actually take Mom away on a tropical vacation?	78.57216198032256
87	133_1-3	Can I make the beauty products at home?	MARCO_41_1847614301-2	Beauty Products Mother’s Day is a day to encourage your mom to pamper herself. There’s no better way to do this than with beauty products!  If you know what her favorites are, you can fill her basket with those.  Otherwise, just select things that are universal, such as body cream and bubble bath.  Try making your own beauty products to make the gift even more special!  New Interests Has your mom expressed a desire to learn a new skill?  If so, Mother’s Day is the perfect time to show your support by giving her everything she needs to get started.  For example, if she wants to learn how to play the guitar you can make a basket that has guitar picks, a guitar tuner, a chord book, and an instructional DVD.  Voucher Booklets Mother’s Day is not only a time to honor mothers, but also a chance to give them a break.  Sure, you can do all her chores on Mother’s Day, but what about during the rest of the year?  Vouchers are a nice addition to her gift basket because she can redeem them anytime she wants!  Making dinner, cleaning the house, and running errands all make for great voucher items.	96.92088251468522
88	133_1-3	Can I make the beauty products at home?	MARCO_15_1447916543-7	You can also FOLLOW ME on Facebook, Instagram and Pinterest. Want More DIY Beauty Recipes?  Check out my book Natural Beauty Made Simple.  It comes with 45 homemade skincare recipes with a set of printable labels and gift tags.  You can download it instantly to your phone, computer or e-reader, so it’s portable and can go with you anywhere!  With this book, you’ll learn how to: Make your own organic beauty and skin care products for less than $25 a month!  Learn simple techniques to make your own skincare – without the fuss of complicated recipes or hard-to-find ingredients Get tried-and-true recipes that work to nourish the skin and make it look more radiant than ever before Create beautiful gifts for friends and family with the printable labels and gift tags I’ve included with this book Sources 1.  Betonite Clay 2. Wikipedia Bentonite Clay 3.  Redmond Clay Photo credit: Bigstockphoto.com / Annaok FREE E-Book!  Want glowing skin?  Learn how to make your own DIY beauty products with my e-book!  You'll also get my 7-day essential oils course for free!  Get my e-book!  We respect your privacy.  Unsubscribe at any time.	84.66689304297324
89	133_1-3	Can I make the beauty products at home?	MARCO_12_1861101487-3	One of my friend subscribed for such kind of skin care product for her mom ( yearly) and her mom was so much happy to get that as her birthday gift. I am sure your mom would love it too.  At least for one year she will remember this day for sure.  3.  Shopping vouchers Tell me any woman on this planet who don’t love shopping.  A woman either young or mature loves shopping.  So its a kind of a Bingo to win your mom’s heart.  For this you can buy some vouchers for your mom for any kind of things like, clothes, cosmetics, footwear, etc..  So for this you just have to know what kind of things she would love to shop.  Find it out secretly and surprise on her birthday with the vouchers.  4. Health and Fitness stuff What could be great gift then gifting a your mom health and fitness.  I always suggest to people that they should definitely consider this gift for their parents.  There are many things that can motivate and inspire them for becoming more healthy and fit.  Here are few options that you would definitely love to try.	81.15373423092387
90	133_1-5	I’ve never made a beauty product at home before. Can you tell me how to make one?	MARCO_21_1042238345-2	DIY natural makeup removal is two-fold: upcycling materials to make reusable makeup remover wipes and creating the DIY makeup remover solution How to make reusable makeup remover wipes These reusable makeup remover wipes are easy to make and do not require a sewing machine to prepare. Here’s what you need to do.  Materials 2 washcloths, a sheet of cotton fabric (I pick mine up for a dollar a bagful from the thrift store) or scraps from an old cotton t-shirt that is no longer wearable Needle and thread Pencil Scissors Drinking glass.  Instructions Photo by Sam Schipani Photo by Sam Schipani Photo by Sam Schipani Sandwich the cotton between two washcloths.  Use the mouth of the drinking glass to trace two circles in the washcloths.  Cut the circles out with the scissors.  Sew the three layers together with the needle and thread.  How to make DIY makeup remover Some natural beauty bloggers swear by a few tablespoons of pure olive oil.  As much as the pasta-loving Italian in me would like to embrace that, I have greasy skin and, frankly, need something with a little more oomph.  Here’s the DIY makeup remover recipe I recommend using.	82.26160662970506
91	133_1-5	I’ve never made a beauty product at home before. Can you tell me how to make one?	MARCO_53_606792668-2	They are not inexpensive, and the makeup cleanser or remover is an essential skin care product that you need to use every day, which means that you are required to spend quite a lot on it. So, why not make one yourself?  It is not tough at all, and it will help save loads of money.  There are many recipes that you can use for a DIY jojoba oil makeup remover.  Here are a few to help you make your very own at home: Recipe 1: This recipe requires only two ingredients and is super-easy to make!  All you need is: Organic jojoba oil – 1 ounce Rose water – 1 ounce How To Prepare and Use It?  Simply combine the two ingredients together in a jar and shake the mixture well before you use it.  Gently rub this makeup cleanser onto your eyes and all over your face with a cotton ball or your fingertips.  Next, take a soft, clean and dry cloth and gently remove your makeup.  Repeat until you have removed everything completely.  This recipe is simple, and the two ingredients make a great combo as they both have amazing effects on the skin.  They will keep your skin nourished and radiant.  It is better than any other makeup remover out there!	79.71232951013371
92	133_1-5	I’ve never made a beauty product at home before. Can you tell me how to make one?	MARCO_48_1733298494-2	(The moisturizing effect comes from the coconut oil, which is great for both dry and aging skin. For those with oily or acne-prone skin, you may want to cut back on the amount of coconut oil to suit your skin type.)  How To Make A DIY Makeup Remover Solution Ingredients: 1 cup distilled water 1 1/2 Tbsp baby shampoo 1 Tbsp coconut oil 1-3 drops lavender essential oil (optional) Directions: Melt the coconut oil in your microwave just until liquified.  Then pour the melted coconut oil, distilled water, shampoo, and essential oil (if using) into a mason jar.  Place the lid on the jar and shake well to mix.  Pour into a squeeze bottle for easy access, and store in a cool, dark place.  Next, I’ll show you how I solved my other makeup removing woes—by making my own reusable makeup remover pads!  They’re so easy to make, are gentle on skin, and can be used again and again.  How To Make Reusable Makeup Remover Pads You’ll need: Flannel fabric Scissors Sewing machine Directions: First you’ll need some flannel fabric.  An old flannel pillowcase or shirt works perfectly!  Flannel is both soft and absorbent, making it a great choice to use for removing makeup.	78.51482865400612
93	133_3-2	My mum loves a good, scented lotion. Let’s make that	MARCO_57_369874190-13	Sweeten Mom’s day with an indulgent gift of Mother’s Day chocolates. Made with only the finest cacao, DOVE PROMISES Silky Smooth Dark Chocolate Candy is a treat that will brighten Mom's day.  Each candy comes individually wrapped in foil with a special message inscribed on the inside.  Whether eaten as a delightful treat or as a deliciously simple dessert, these iconic dark chocolates will make Mom feel indulgent and pampered on her special day.  Treat all the Mother figures in your life to rich dark chocolate in DOVE PROMISES Candy.  Perfect to add to a DIY gift basket, or as a gift all on their own for all the special Mothers and women in your life.  Contains one (1) 15.8-ounce bag of DOVE PROMISES Dark Chocolates Made with real dark chocolate for a delicious afternoon snack Individually wrapped in foil with a special message in each wrapper Each chocolate arrives INDIVIDUALLY WRAPPED in foil with a special message on the inside of each wrapper, making this the ultimate Mother's Day gift for your mom, grandma or mother-in-law.  There's nothing as sweet as a Mother's Day chocolate delivery to surprise mom!  Send her DOVE Mother's Day chocolates & chocolate gifts to show her how much you care.	86.25440011828323
94	133_3-2	My mum loves a good, scented lotion. Let’s make that	MARCO_20_570989692-3	For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.	85.10966564371483
95	133_3-2	My mum loves a good, scented lotion. Let’s make that	MARCO_51_1542142755-2	I love Mother’s day, don’t you? All moms deserve a bit of pampering for Mother’s Day, so this year I decided to put together a little something for all the Moms in the family.  One of my favorite gifts to give for this type of occasion is gift baskets.  Gift Baskets are a great gift option for when you need to put together multiple items or want to personalize the gift for a specific recipient or theme.  Plus I just love being able to pick and choose my favorite goodies to include.  Since this gift basket is for Mother’s Day, I went with the theme of “pampering” and selected just a few of my favorite at-home pampering and beauty products to give.  I especially love the eos line of lip balms and lotions, and I wanted to make sure to include a few items from their Limited Edition Spring Packs in my basket.  To round out the basket, I included a few other pampering products in coordinating, brightly colored packaging.  Disclosure: This post may contain affiliate links.  Are You Ready to Sew Your Own Fabric Gift Basket?  These little fabric baskets can be sewn to any size and with any fabric to fit your gift or theme.	84.27162564976607
96	133_3-4	I need more information about purchasing an unscented lotion base	MARCO_47_521703086-1	How to Make Scented Body Lotion - ModernMom How to Make Scented Body Lotion October 11, 2016 by ModernMom Staff Leave a Comment Scented body lotion can be expensive and may contain irritants or allergens.  You can easily make your own scented lotions, either to use yourself or give as gifts.  It is easy to customize homemade scented body lotion to your specific needs, whether you prefer something light or a heavy moisturizer.  Reuse lotion bottles you already have or buy attractive containers to hold your scented body lotion and make a pretty bathroom display.  Choose the fragrances you love and the lotions that work best for your skin when you make your own scented body lotion.  Step 1 Purchase an unscented lotion base.  You can buy lotion bases from soap making suppliers or simply opt for a bottle of unscented lotion from your local discount or department store.  Choose a lotion that will work well with your skin chemistry, whether you need a very light lotion or a heavier moisturizer.  You may want to make scented body lotion in a heavier formulation for winter and a lighter one for summer, or make several in different scents.  Step 2 Choose fragrance or essential oils.  Essential oils are extracted from plants and can be less potentially irritating or allergenic.	90.55077488988172
97	133_3-4	I need more information about purchasing an unscented lotion base	MARCO_58_683154701-9	"There’s no need to pay extra for scented body lotions. Instead, choose an unscented lotion, then add 3-4 drops of undiluted lavender oil to the bottle.  If you don’t want the whole bottle of lotion to smell like lavender, dispense a little lotion into your hands, add 1 drop of lavender oil, and rub your hands together to mix it thoroughly.  {""smallUrl"":""https:\/\/www.wikihow.com\/images\/thumb\/8\/8d\/Use-Lavender-Oil-Step-11.jpg\/v4-460px-Use-Lavender-Oil-Step-11.jpg"",""bigUrl"":""\/images\/thumb\/8\/8d\/Use-Lavender-Oil-Step-11.jpg\/aid6902816-v4-728px-Use-Lavender-Oil-Step-11.jpg"",""smallWidth"":460,""smallHeight"":345,""bigWidth"":728,""bigHeight"":546,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a target=\""_blank\"" rel=\""nofollow noreferrer noopener\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""} 2 Make a sugar scrub with sugar, undiluted lavender, and oil.  Mix 1.5 cups (350 mL) of granulated sugar, 0.25 cups (59 mL) of your favorite carrier oil, and 5-8 drops of lavender oil to create a sugar scrub that will leave your skin feeling soft and smooth.  If you like, you can add 3 drops of purple food coloring, but this is optional."	90.16712751987508
98	133_3-4	I need more information about purchasing an unscented lotion base	MARCO_47_521703086-2	You can also buy a wide variety of fragrance oils, ranging from oils made to use as perfumes to oils made for scenting toiletries. Be sure that the fragrance oil you choose is made for use on the skin as opposed to as a room fragrance.  Avoid alcohol- or water-based perfumes when you intend to use the fragrance to make a scented lotion.  Step 3 Make sure that your containers are clean.  If you are using a commercial lotion, the preservatives in the lotion will prevent bacterial growth, so sterilization is not required.  You can reuse containers you already have, use the original lotion container or purchase lotion bottles of various sorts.  Wash out your containers well with hot soapy water and dry thoroughly.  Step 4 Pour your lotion into a large mixing bowl.  Add fragrance or essential oil.  Allow for approximately 1/4 to 1/2 oz.  of fragrance or essential oil per 16 oz.  of lotion.  Use a whisk or non-absorbent spoon to mix your lotion thoroughly.  You can also add FDA approved colorants at this time.  Step 5 Use a funnel to bottle your lotion into an easy-to-use pump bottle or another suitable container.  Enjoy your new scented body lotion.  Warnings Choose a good quality lotion to avoid problems with separation and spoilage.	87.7745188283152
99	133_3-6	What types of essential oils should I consider when making my own scented lotion?	MARCO_15_1872813287-3	So, if you’re planning to make a fragrance-free lotion or you wish to add essential oils, I would advise using Shea butter instead of the cacao butter which has a strong aroma and will blur the scent of your essential oils. Glycerin or Honey Both are humectants, and they enhance the moisturizing properties of your lotion and will give you an additional protection by binding the moisture onto your skin.  So, if your skin is really dry from the sun, cold weather or air-conditioning, glycerin or honey are an excellent natural way to enrich your lotion.  But be careful not to add too much or you’ll end up with a sticky lotion.  Essential Oils If you’ve read some of my previous posts, you know that I’m a huge fan of essential oils.  Not only for their beautiful fragrance but their benefits as well.  So, go ahead and personalize your lotion with your favorite scent or add some of them to help you fight dry or greasy skin, acne, eczema, etc.  Moreover, jasmine, sandalwood, ylang-ylang, rose, and lavender are all good examples of essential oils for an aging and dry skin.	81.378971837461
100	133_3-6	What types of essential oils should I consider when making my own scented lotion?	MARCO_58_105794544-8	You can use a single essential oil or a combination of several—it's completely customizable. If you aren’t sure what scents you like, you might try: Lavender oil for a relaxing, slightly herbal scent Rose oil for a classic floral fragrance Citrus oils like sweet orange and grapefruit for a bright, energetic scent Patchouli or cedarwood oil for a deep, woody scent Myrrh, frankincense, or benzoin for a dramatic, resinous scent Tip: Always use high-quality, therapeutic-grade essential oil for your lotion.  Avoid synthetic fragrance oils unless you're sure they won't irritate your skin.  2 Blend the lotion for 1-2 minutes to incorporate the essential oil.  At this point, test the lotion on your hand to see how you like the fragrance.  If you want a slightly stronger scent, add another teaspoon of essential oil and blend the mixture again.  However, avoid using more than a total of 2 teaspoons (6 ml) of essential oil.  Essential oil is very concentrated and can irritate the skin if it isn’t properly diluted.  3 Use skin-safe mica, oxides, and powdered pigments to add color.  These products are oil-soluble, so they're perfect for this recipe.	80.6307214666158
